"STATISTIC Label","Year","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Spencer Dock, Dublin 1","Euro","2145.45"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Summerhill, Dublin 1","Euro","1630.52"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Dublin 2","Euro","2176.48"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Aungier Street, Dublin 2","Euro","1857.27"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Charlemont Street, Dublin 2","Euro","1956.88"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Grand Canal Dock, Dublin 2","Euro","2457.29"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Grand Canal Square, Dublin 2","Euro","2943.03"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Hanover Quay, Dublin 2","Euro","2427.73"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Lower Mount Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Pearse Street, Dublin 2","Euro","1799.15"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Tara Street, Dublin 2","Euro",""
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Temple Bar, Dublin 2","Euro","1865.04"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Townsend Street, Dublin 2","Euro","1862.96"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Dublin 3","Euro","1644.06"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Clonliffe, Dublin 3","Euro","1490.38"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Clontarf, Dublin 3","Euro","1689.54"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Drumcondra, Dublin 3","Euro","1571.05"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","East Wall, Dublin 3","Euro","1790.68"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Eastwall, Dublin 3","Euro",""
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Fairview, Dublin 3","Euro","1430.3"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Marino, Dublin 3","Euro","1744.61"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","North Strand, Dublin 3","Euro","1560.61"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Dublin 4","Euro","2194.47"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Ballsbridge, Dublin 4","Euro","2396.02"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Donnybrook, Dublin 4","Euro","2093.84"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Irishtown, Dublin 4","Euro","1949.11"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Merrion, Dublin 4","Euro","1884.98"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Pembroke, Dublin 4","Euro","2187.63"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Ringsend, Dublin 4","Euro","1921.03"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Sandymount, Dublin 4","Euro","2262.69"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Dublin 5","Euro","1571.75"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Artane, Dublin 5","Euro","1635.67"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Killester, Dublin 5","Euro","1761.37"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Raheny, Dublin 5","Euro","1675.95"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Dublin 6","Euro","1605.39"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Dartry, Dublin 6","Euro","2185.71"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Harolds Cross, Dublin 6","Euro","1582.55"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Milltown, Dublin 6","Euro","2040.73"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Ranelagh, Dublin 6","Euro","1778.93"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Rathgar, Dublin 6","Euro","1572.5"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Rathmines, Dublin 6","Euro","1374.56"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Terenure, Dublin 6","Euro","1733.24"
"RTB Average Monthly Rent Report","2019","All bedrooms","All property types","Dublin 6W","Euro","1789.26"
